number,serve position,serve velocity,landing position,target,drone hitting positon,drone hitting velocity,drone hitting attitude
1,  3.56034 -0.606722         2,-5.52836  2.28716  7.65755,-3.25832  2.21426        0,1.75    0    0,failed,failed,failed
2,   3.1226 -0.177229         2,-6.34064  2.24241  6.66794,-4.10717  2.37963        0,1.75    0    0,-3.71056  2.23937 0.883344,1.52071 0.25447 1.95239,0.0985126  0.251949 0.0257907  0.962368
3,  4.04036 -0.592443         2,-3.67986  1.55521  6.88189,-0.563987   1.35347         0,1.75    0    0,failed,failed,failed
4,  3.52506 -0.259135         2,-4.72226   1.6436  7.27355,-2.35065  1.78593        0,1.75    0    0,-1.8469  1.6106 1.39325, 1.71496  0.35163 0.947967,0.0870556  0.224388 0.0201302  0.970395
5, 3.99336 0.612888        2,-4.24223  1.33306  7.14631,-1.32977  2.28561        0,1.75    0    0,-1.03174  2.19196 0.955994, 2.48956  0.60683 0.392976, 0.103194  0.202398 0.0214522  0.973615
6,   3.5595 -0.700695         2,-3.16362  1.30212  8.05639,-0.725031   1.06278         0,1.75    0    0,failed,failed,failed
7, 3.76799 0.188422        2,-5.28592 0.796189  7.85807,-2.94933  1.20022        0,1.75    0    0,-2.27497  1.09864  1.73366,  1.1403 0.282945  1.13234,0.0512318  0.245718 0.0130061  0.967899
8,      3.2612 -0.000194814            2,-3.81484  1.81809  7.99348,-1.77483   2.3999        0,1.75    0    0,-1.35768  2.20109  1.52086,   1.614  0.60613 0.734904,  0.11576  0.202882 0.0241612  0.972036
9,  4.3547 0.202199        2,-5.58539 0.648082  8.37188,-2.84858  1.03801        0,1.75    0    0,-2.12067 0.953546  1.89865,0.762395 0.257202 0.997054,0.0453877  0.255089 0.0119882  0.965777
10,  3.64822 -0.718619         2,-5.8452  2.0739  8.0699,-3.66289  1.87539        0,1.75    0    0,-2.95449  1.62404  1.74834,0.766638  0.62154  1.70488,0.0901336  0.253955 0.0237764  0.962714
11,  4.24437 -0.181424         2,-3.76647  1.90619  7.75968,-0.676831   2.30916         0,1.75    0    0,failed,failed,failed
12, 3.97014 0.800975        2,-6.54272 0.581387   8.4926,-4.28562  1.53458        0,1.75    0    0,-3.32116  1.44888  2.15617,0.547369  0.49857  1.87867,0.0511816  0.270971 0.0144298  0.961117
13, 4.45399 0.413524        2,-6.29615 0.524558  8.45427,-3.52982  1.07869        0,1.75    0    0,-2.68007  1.00789  2.00156,0.620407  0.34014  1.38775,0.0411264  0.266906 0.0114013  0.962777
14, 4.43139 0.112657        2,-4.39143  1.57286  7.85028,-1.26106   2.1515        0,1.75    0    0,-0.856139   2.00647   1.29139, 1.16743 0.557543 0.557205, 0.109529  0.209773 0.0236548  0.971308
15, 4.39914 0.184873        2,-3.85986 0.633295  8.11479,-0.773273   1.03352         0,1.75    0    0,failed,failed,failed
16,  4.33049 -0.482515         2,-4.84045  2.09304  7.67472,-1.77659  2.15822        0,1.75    0    0,-1.28538  1.94582  1.40126,  1.5388 0.482505 0.652452, 0.113169  0.220152 0.0257238  0.968537
17,  3.81446 -0.107858         2,-5.99803 0.980165  7.59864,-3.53681  1.09345        0,1.75    0    0,-2.80079 0.973171  1.68013, 1.00492 0.427884  1.56167, 0.048565  0.256658 0.0129141  0.965195
18,4.04634  0.7456       2,-4.40453   0.3221  6.69737,-1.33487  1.13913        0,1.75    0    0,failed,failed,failed
19,  4.27647 -0.299207         2,-4.97607  1.92644  7.94875,-2.07016  2.15784        0,1.75    0    0,-1.52803  1.94796  1.55159, 1.35392 0.485319 0.769038, 0.107752  0.226938 0.0252719    0.9676
20,3.05504 0.79789       2,-4.04986 0.912909  7.29011,-2.11796  1.96398        0,1.75    0    0,-1.6825 1.86582 1.36303, 1.77002 0.387279  0.93014, 0.078678  0.211831 0.0171117  0.973984
21, 3.74752 0.623635        2,-3.99261 0.546513  7.61161,-1.45654  1.33597        0,1.75    0    0,-1.13368  1.29178  1.11302, 1.93627 0.397635 0.150551,0.0599275  0.215147 0.0132285  0.974652
22,  3.26093 -0.251681         2,-3.13528  1.04616  7.00083,-0.76389   1.0913        0,1.75    0    0,failed,failed,failed
23, 3.34059 0.447997        2,-6.06141    1.173  7.87266,-4.18068  1.90351        0,1.75    0    0,-3.42668  1.75759  1.73644, 1.57692 0.464681  1.51535,0.0705902  0.259616 0.0190316  0.962941
24,  3.5003 0.347854        2,-5.83636   1.5351  7.57241,-3.6467 2.22768       0,1.75    0    0,-3.09592  2.08281  1.35836,0.726631 0.744002  1.96415,0.0886883  0.251899 0.0231892  0.963402
25,  3.72963 -0.788419         2,-5.90662   1.9141  7.40924,-3.41656  1.52737        0,1.75    0    0,-2.71521  1.30009   1.5936, 1.18866 0.422659  1.53235,0.0780262  0.250341 0.0202459  0.964796
26, 3.73424 0.107183        2,-6.78189 0.935558  6.61217,-3.94007  1.16585        0,1.75    0    0,-3.34121  1.08324   1.1833, 1.28526 0.210868  1.84987,0.0465511  0.264036 0.0127594  0.963304
27,  3.94038 -0.662362         2,-5.80258    1.239  7.52971,-3.17087 0.856069        0,1.75    0    0,-2.46956 0.706322  1.65076, 1.35823 0.241154  1.19165,0.0485428  0.251769 0.0126454  0.966487
28, 3.34091 0.633332        2,-4.0267 1.24844 7.38747,-1.81287  2.23122        0,1.75    0    0,-1.43952  2.11546   1.2389, 1.99586 0.546195 0.742832,0.0960244  0.205948 0.0203117  0.973628
29, 4.14441 0.136055        2,-3.98522  1.09979  7.77798,-1.07309  1.57591        0,1.75    0    0,failed,failed,failed
30,   3.61757 -0.0669904          2,-6.68101  1.05418    6.699,-4.00981  1.13651        0,1.75    0    0,-3.37465  1.03629  1.25287,1.12244 0.23089 1.94281,0.0482719   0.26432 0.0132476  0.963135
31, 3.45538 0.362306        2,-3.10291  1.23593  8.49315,-0.846609   2.07584         0,1.75    0    0,failed,failed,failed
32, 4.04966 0.209656        2,-5.28022  1.11678   7.3339,-2.46446  1.58741        0,1.75    0    0,-1.93377  1.47517  1.35161, 1.73648  0.37851 0.859021,0.0697498  0.236013 0.0169868  0.969095
33,   3.9273 -0.205232         2,-4.9245 1.14406 6.56856,-1.93843  1.15749        0,1.75    0    0, -1.6154  1.08245 0.851564, 2.55487  0.32342 0.455466,0.0599128  0.224973  0.013861  0.972422
34,3.44284 0.41026       2,-3.14667 0.346905  6.79565,-0.569157  0.852563         0,1.75    0    0,failed,failed,failed
35,  3.49242 -0.756934         2,-4.65964  1.40368  7.02033,-2.24375 0.971034        0,1.75    0    0,-1.73062 0.816458  1.38681,   1.4836 0.0914526  0.933565,0.0600261  0.227803 0.0140716  0.971753
36,  3.39174 -0.123664         2,-3.81627  1.23289  7.78867,-1.63052  1.49883        0,1.75    0    0,-1.29184  1.38942  1.22846,  2.0151 0.489638 0.225469,0.0791667   0.21188 0.0172228  0.973932
37, 3.13691 0.437326        2,-4.60135  1.34532  6.55796,-2.38139  2.05073        0,1.75    0    0,-2.02254  1.94581 0.979865, 2.24513 0.433887  1.07082,0.0854892  0.217919 0.0191658  0.972027
38,  3.89046 -0.823044         2,-6.44635  2.35063  7.55786,-3.81973  1.98844        0,1.75    0    0,-3.07943   1.7185  1.60253,0.762617 0.606303  1.94827,0.0950492  0.257804 0.0254939  0.961173
39,4.44432 0.38809       2,-7.10992  1.42481  7.90915,-4.09631  2.09961        0,1.75    0    0,failed,failed,failed
40, 3.99526 -0.26331        2,-4.48074  1.22213  8.36107,-1.95598   1.3599        0,1.75    0    0,failed,failed,failed
41,  3.43314 -0.829689         2,-5.14808    1.901  7.76559,-3.04862   1.5638        0,1.75    0    0,-2.41326  1.32918  1.68192, 1.25241 0.436033  1.25052,0.0823861  0.240021 0.0204482  0.967049
42,  4.43216 -0.401573         2,-6.05161  1.89124  8.68145,-3.31087  2.01827        0,1.75    0    0,-2.42573  1.74165  2.18991,0.458112 0.318348  1.45265,0.0939493   0.25643  0.025052   0.96166
